city,model_a,model_b,dm_stat,p_value,mean_loss_diff,better,significant_5pct
delhi,lgbm_direct,chronos,1.7974394687679258,0.07316634098732624,11.576885427646818,chronos,False
delhi,lgbm_direct,chronos_cov,1.9047199719190728,0.05767272967917336,13.689130993961637,chronos_cov,False
delhi,lgbm_direct,nas_gru,1.2228406974955914,0.2222494326937589,8.36469812383125,nas_gru,False
delhi,chronos,chronos_cov,0.579509422911414,0.5626349885890204,2.1122455663148183,chronos_cov,False
delhi,chronos,nas_gru,-0.9247747024245196,0.35574877019865137,-3.2121873038155693,chronos,False
delhi,chronos_cov,nas_gru,-1.9067301199222084,0.05741084252625881,-5.324432870130388,chronos_cov,False
dhaka,seasonal_naive,lgbm_direct,2.1072639059097455,0.035837591614806194,9.477074018826041,lgbm_direct,True
dhaka,seasonal_naive,chronos,3.69270180931167,0.000258979640236429,13.60028718766712,chronos,True
dhaka,seasonal_naive,chronos_cov,3.1949060311017807,0.0015317349922580894,12.763667652710323,chronos_cov,True
dhaka,seasonal_naive,nas_gru,2.911696414975564,0.0038356767675232248,10.448597363063268,nas_gru,True
dhaka,lgbm_direct,chronos,1.736602331779037,0.08337665377016619,4.12321316884108,chronos,False
dhaka,lgbm_direct,chronos_cov,1.2399742887891023,0.21585274596912926,3.286593633884284,chronos_cov,False
dhaka,lgbm_direct,nas_gru,0.6444258748002519,0.5197403137905299,0.9715233442372264,nas_gru,False
dhaka,chronos,chronos_cov,-0.754717008889672,0.45094902400936654,-0.836619534956795,chronos,False
dhaka,chronos,nas_gru,-1.6740941885270693,0.09504541578746646,-3.151689824603853,chronos,False
dhaka,chronos_cov,nas_gru,-0.9010902955896158,0.36818765887380156,-2.3150702896470574,chronos_cov,False
hanoi,seasonal_naive,lgbm_direct,2.9959967793264686,0.0029394615796946937,5.709010772855239,lgbm_direct,True
hanoi,seasonal_naive,chronos,3.997413104277761,7.880612889437978e-05,6.335334823245094,chronos,True
hanoi,seasonal_naive,chronos_cov,1.6723988332047572,0.09537933171089034,3.706915965215372,chronos_cov,False
hanoi,seasonal_naive,nas_gru,2.4837591875321925,0.013488826806284129,4.962823135512216,nas_gru,True
hanoi,lgbm_direct,chronos,0.6978449003588653,0.4857582654681116,0.6263240503898556,chronos,False
hanoi,lgbm_direct,chronos_cov,-1.9045201879873501,0.05769881244740051,-2.0020948076398652,lgbm_direct,False
hanoi,lgbm_direct,nas_gru,-1.1574361216697888,0.24791880552456083,-0.7461876373430225,lgbm_direct,False
hanoi,chronos,chronos_cov,-2.215694619507856,0.027384279701102965,-2.6284188580297205,chronos,True
